sample_id,edge_id,citing_paper_title,cited_paper_title,alignment_status,target_reference_marker,target_reference_entry,all_target_aligned_contexts,LLM_section,LLM_sentiment,LLM_relevance,LLM_confidence,LLM_q,manual_check_needed,human_alignment_check,human_primary_section,human_sentiment,human_relevance,annotation_note
S025,W2790400697->W2168402580,"A Survey on Big Data Market: Pricing, Trading and Protection",Query-based data pricing,high_confidence,[76],"P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing,” Journal of the ACM (JACM), vol. 62, no. 5, p. 43, 2015.","Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",Introduction,0.5,0.3,0.8,0.027,1,,,,,
S026,W2790400697->W2289113545,"A Survey on Big Data Market: Pricing, Trading and Protection",Smart data pricing models for the internet of things: a bundling strategy approach,high_confidence,[77],"D. Niyato, D. T. Hoang, N. C. Luong, P. Wang, D. I. Kim, and Z. Han, “Smart data pricing models for the Internet of Things: A bundling strategy approach,” IEEE Network, vol. 30, no. 2, pp. 18–25, 2016.","Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",Discussion,0.6,0.5,0.9,0.1399999999999999,1,,,,,
S027,W2790400697->W2293940046,"A Survey on Big Data Market: Pricing, Trading and Protection",Query-Based Data Pricing,high_confidence,[76],"P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing,” Journal of the ACM (JACM), vol. 62, no. 5, p. 43, 2015.","Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",Methodology,0.3,0.6,0.8,0.2339999999999999,1,,,,,
S028,W2790400697->W2473283431,"A Survey on Big Data Market: Pricing, Trading and Protection",Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,high_confidence,[56],"N. C. Luong, D. T. Hoang, P. Wang, D. Niyato, D. I. Kim, and Z. Han, “Data collection and wireless communication in Internet of Things (IoT) using economic analysis and pricing models: a survey,” IEEE Communications Surveys & Tutorials, vol. 18, no. 4, pp. 2546–2590, 2016.","Pricing mechanisms adjust price and payment schedule to guarantee the enough scale of participants and improve the data service, data accuracy, and data coverage. There are several different pricing strategies for evaluating cost according to the different scenarios [56]. The most common strategy is economic-based pricing, which establishes the price model based on economic principles.

... [another target-aligned mention] ...

The payoff result will be affected not only by one play, but also by others [63]. In [56] and [64], the authors designed a pricing model to evaluate IoT sensing data. In the model, all vendors sell their data in a competitive manner, and they deﬁne this model as non-cooperative game.",Methodology,0.5,0.6,0.9,0.27,1,,,,,
S029,W2790400697->W2734426755,"A Survey on Big Data Market: Pricing, Trading and Protection",An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,high_confidence,[75],"Z. Zheng, Y . Peng, F. Wu, S. Tang, and G. Chen, “An online pricing mechanism for mobile crowdsensing data markets,” in Proceedings of the 18th ACM International Symposium on Mobile Ad Hoc Networking and Computing. ACM, 2017, p. 26.","Citation information: DOI 10.1109/ACCESS.2018.2806881, IEEE Access 11 TABLE II: Data pricing models Ref. Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE.",Result,0.3,0.6,0.7,0.2339999999999999,1,,,,,
S030,W4226305897->W2533772775,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,A pricing model for Big Personal Data,grouped,133,"Yuncheng, S.; Bing, G.; Yan, S.; Xuliang, D.; Xiangqian, D.; Hong, Z. A pricing model for Big Personal Data. Tsinghua Sci. Technol. 2016 ,21, 482–490. [CrossRef]","[124] Market analysis Examining the market size and value of data marketplaces. [125–127] Pricing mechanismsDiscussing mathematical or economic approaches in evaluating, valuating, or pricing datasets (or data services) in data marketplaces.[47,128–145] Articles in the ﬁnance domain are not equally distributed across categories because most discussions are centralized in pricing mechanisms . Unlike the computational pricing in the STOF technology domain that focuses on technical aspects like query- or machine learning-based pricing (see Section 3.2), the pricing mechanisms here emphasize more on mathematical or economic approaches in valuating or pricing data in data marketplaces.

... [another target-aligned mention] ...

[ 131] propose pricing functions for aggregated personal data; Parra-Arnau [ 132] mathematically examine the tradeoff between privacy and money in personal data market; Yuncheng et al. [ 133] identify the properties that contribute to price personal data, such as data cost, value weight, information entropy, credit rating, and data reference index; Li et al. [ 134,135], discuss an economic theory of pricing personal data.",Result,0.5,0.7,0.9,0.3674999999999999,1,,,,,
S031,W3021125948->W2010653253,Contract Design in Hierarchical Game for Sponsored Content Service Market,A survey of smart data pricing,high_confidence,[35],"S. Sen, C. Joe-Wong, S. Ha and M. Chiang, “A survey of smart data pricing: Past proposals, current plans, and future trends,” Acm computing surveys (csur), vol. 46, no. 2, pp. 15, 2013.","Thus, the MNO determines the optimal price pto solve the following payoff, i.e., utility, maximization problem: UMNO (p) =XN i=1i[(1",Methodology,0.5,0.3,0.9,0.0675,1,,,,,
S032,W2942073230->W2765365501,Big Data Market Optimization Pricing Model Based on Data Quality,Pricing of Data Products in Data Marketplaces,grouped,[1],"S. A. Fricker and Y. V . Maksimov, “Pricing of data products in data marketplaces, ” in Proceedings of the International Confer- ence of Software Business ,v o l .3 0 4 ,p p .4 9 – 6 6 ,2 0 1 7 . [ 2 ] Y .J i a o ,P .W a n g,D .N i y a t o ,M .A b uA l s h e i k h ,a n dS .F e n g,“ P r o fi t maximization auction and data management in big data mar- kets, ” in Proceedings of the 2017 IEEE Wireless Communications and Networking Conference, WCNC , pp. 1–6, San Francisco, CA, USA, 2017 . [ 3 ]A .M u s c h a l l e ,F .S t a h l ,A .L a s e r ,a n dG .V o s s e n ,“ P r i c i n g approaches for data markets,” in Proceedings of the Workshop Business Intelligence for the Real Time Enterprise , pp. 129–144, 2012.","The storage and calculation of big dataare no longer the sole purpose. By using data mining andmachine learning to analyze data, it provides an opportunityto bring about breakthroughs in processing video, images,a n ds p e e c h[ 1 ] .U n f o r t u n a t e l y ,o n l yas m a l la m o u n to fd a t ai scurrently being fully utilized and its use is limited as well. Thereuse of these data can create huge commercial value, whichis the true meaning of big data.

... [another target-aligned mention] ...

In other words, we can create anynumber of quality levels based on them. For simplicity, onlythree measures in 𝑄 𝑑are all scaled in interval [0,1] and will be demonstrated here in detail, i.e., accuracy ,completeness, and redundancy . Table 1 [31] contains the metrics, report names, and description definitions for each quality attribute and liststhe calculation formulas.",Methodology,0.5,0.4,0.8,0.12,1,,,,,
S033,W2921968831->W2759182208,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,Pricing privacy – the right to know the value of your personal data,high_confidence,[18],"G. Malgieri and B. Custers, “Pricing privacy – the right to know the value of your personal data,” Computer Law & Security Review, vol. 34, no. 2, pp. 289 – 303, 2018.","The pro- posed WTB is also designed based on literature [17] to reﬂect real-world behaviors. This paper also proposes a personal data quality model for the collection of heterogeneous types of personal data by considering correlations of multiple personal data types as well as quantity of personal dataset based on literature [18] related to personal data pricing factors. The correlation of multiple personal data types is important to measure quality of personal dataset because when personal data is combined with other personal data, per- sonal data providers can potentially be identiﬁed through additional processing.

... [another target-aligned mention] ...

Content may change prior to final publication. Citation information: DOI 10.1109/ACCESS.2019.2904248, IEEE Access SUBMITTED TO IEEE ACCESS 3 and valuations of privacy (i.e., personal data pricing or pri- vacy pricing models) have also been studied [18], [28]–[33]. Malgieri and Custers investigated that the monetary value of personal data can be quantiﬁed with various personal data pricing factors [18].

... [another target-aligned mention] ...

Citation information: DOI 10.1109/ACCESS.2019.2904248, IEEE Access SUBMITTED TO IEEE ACCESS 3 and valuations of privacy (i.e., personal data pricing or pri- vacy pricing models) have also been studied [18], [28]–[33]. Malgieri and Custers investigated that the monetary value of personal data can be quantiﬁed with various personal data pricing factors [18]. Gkatzelis et al.

... [another target-aligned mention] ...

Quantifying the value and quality of personal data is an important factor to decide price of personal data. We choose several metrics to deﬁne the personal data quality function Q based on [18]. By analyzing various privacy regulations and researches, this work investigated privacy pricing factors as follows: sizeof dataset, completeness of dataset, a number of data types and their combinations, the level of identiﬁability of personal data.

... [another target-aligned mention] ...

There are many possible ways to increase the possibility for market participation of personal data providers; and in this paper, we have focused on a possible approach with personal data providers’ incentives. Since personal data now become a new ﬁnancial asset for individuals [10], this approach also has investigated in previous works [18], [28], [33]. However, it was still ambiguous about the feasibility of the IoT data market with personal data providers’ incentives; in other words, how 2169-3536 (c) 2018 IEEE.",Methodology,0.5,0.7,0.9,0.3674999999999999,1,,,,,
S034,W2906578628->W2473283431,The Internet of Things: A Review of Enabled Technologies and Future Challenges,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,high_confidence,[3],"N. C. Luong, D. T. Hoang, P. Wang, D. Niyato, D. I. Kim, and Z. Han, “Data collection and wireless communication in internet of things (iot) using economic analysis and pricing models: A survey,” IEEE Commu- nications Surveys & Tutorials, vol. 18, no. 4, pp. 2546–2590, 2016.","INTRODUCTION THE Internet technology has been experiencing consid- erable modiﬁcations since its early times and has turned out to be an imperative transmission framework aiming at everywhere and every time connectivity [1]. The Internet of Things (IoT) is a new concept permitting billions of tiny machines, for example, sensors, to be connected to the Internet [2], [3]. With the Internet growth, IoT has carried out an impressive effect to several ﬁelds and there have been numerous IoT applications employed for enhancing the network operation and users’ quality of experience.

... [another target-aligned mention] ...

With the improvement of IoT, several technologies have been introduced [24], which are the main focus of this paper and are discussed in the following sections in detail. Several good surveys have been published on IoT enabled technologies, such as IoT-based smart cities [25], heterogeneous IoT [5], fog computing for IoT [19], data mining for IoT [26], WSN-based data centric IoT [3], IoT- based cellular communications [1], context awareness-based IoT [27], virtual object-based IoT [28], and IoT-based real- time analytics [29]. This survey provides a detailed expla- nation of the mentioned papers in terms of their contribu- tions and future directions for further research.

... [another target-aligned mention] ...

Section V draws a sketch of data mining for IoT [26] classiﬁed into four technologies, i.e., clustering, classiﬁcation, frequent patterns, and association rules. Section VI reports the WSN- based data centric IoT [3] with regard to different data aggregation mechanisms. Section VII summarizes the IoT- based cellular communications [1] considering the long term evolution (LTE).

... [another target-aligned mention] ...

A smart city contains a num- ber of classiﬁcations of end-users, for example, inhabitants, administration, business associates, and so on. Though, a number of surveys are available on smart cities, such as [3], [31]–[40] discussing different overviews and architectures of smart cities, this portion elaborates the most recent survey [25] on smart cities. The survey in [25] consists of four main phases, which are discussed in the following subsections.

... [another target-aligned mention] ...

Citation information: DOI 10.1109/ACCESS.2018.2886601, IEEE Access Ikram Ud Din et al.: IEEE Access TABLE 1. Analysis of presented surveys Survey Reference Scope Smart Cities: IoT Enabling Technolo- gies[25] Data trafﬁc, virtual power plant, emergency sys- tem, health system Heterogeneous IoT [5] Sensing layer, networking layer, cloud computing layer, application layer Fog Computing for IoT [19] Cloud layer, fog layer, device layer Data mining for IoT [26] Clustering, Classiﬁcation, Frequent patterns, Asso- ciation rules WSN-based data centric IoT [3] Data aggregation mechanisms IoT-based cellular communications [1] Long Term Evolution (LTE) Context Awareness-based IoT [27] Applications and middleware solutions Virtual object-based IoT [28] Historical evolution and current features Real-Time analytics based IoT [29] Wireless, wired, and hybrid data centers TABLE 2. Acronyms and their deﬁnitions Acronym Deﬁnition Acronym Deﬁnition BCCH Broadcast Control Channel OT Operation Theater BS Base Station PRACH Physical Random Access Channel CATM UE MTC Category for User Equipment PSNR Peak-Signal-to-Noise-Ratio CCTV Closed-Circuit Television PUCCH Physical Uplink Control Channel CLA Context Lifecycle Approach PUSCH Uplink Shared Channel C-RAN Cloud-Radio Access Network QoS Quality-of-Service CXaaS Context-as-a-Service RAN Radio Access Network DMRS Demodulation Reference Signal RFID Radio-Frequency Identiﬁcation DoS Denial of Service RLC Radio Link Control ELA Enterprise Lifecycle Approach RSU Road Side Unit F-RAN Fog-Radio Access Network SDN Software Deﬁned Network GPS Global Positioning System SRS Sounding Reference Signal H2H Human-to-Human SSE Sum of Squared Errors IOS Internet Operating System SVM Support Vector Machine IoT Internet of Things UII Unique Item Identiﬁcation KDD Knowledge Discovery in Databases V ANET Vehicular Ad hoc Network LAN Local Area Network VNI Visual Networking Index LSVM Linear Support Vector Machine VPP Virtual Power Plant LTE Long Term Evolution WSN Wireless Sensor Network MTC Machine Type Communication 3GPP 3rd Generation Partnership Project M2M Machine-to-Machine 4G Fourth Generation NB Narrowband 5G Fifth Generation analyzed and distributed for a safer drive.

... [another target-aligned mention] ...

Various IoT paradigms have been proposed in the litera- ture [164]–[167], which provide sufﬁcient knowledge about the stated characteristics. The WSN-based data centric IoT survey [3] focuses on the following four issues: i) Data exchange, ii) Resource and task allocation, iii) Coverage and target tracking, and iv) Denial of service (DoS) attack prevention pertaining to economic models. These modules are discussed in the following subsections in detail.

... [another target-aligned mention] ...

(c) Data collection in a sealed-bid reverse auction. (d) Data collection, where the service provider splits the budget and the targeted work into various small budgets and periods [3]. A.

... [another target-aligned mention] ...

XI. LESSONS LEARNED This section is based on the following IoT-related papers: i) smart cities [25] that consist of trafﬁc management, virtual power plants, emergency and health systems; ii) heteroge- neous IoT [5] that elaborates the functions of application, cloud, networking, and sensing layers; iii) fog computing [19], which elucidates the functionalities of cloud, fog, and device layers; iv) data mining [26], which is classiﬁed into four parts, i.e., clustering, classiﬁcation, frequent patterns, and association rules; v) data centric WSN [3] with respect to four aggregated schemes, i.e., data exchange, task and/or re- source allocation, sensing coverage with target identiﬁcation, and prevention of DoS attacks; vi) cellular communications [1] with regard to LTE; vii) content-awareness [27], which delineates a range of middleware applications along with their solutions; viii) virtual objects [28] in terms of archi- tectures and their roles; and ix) real-time analytics [29] with respect to network requirements and methodologies. These lessons are presented in the following subsections in detail.

... [another target-aligned mention] ...

E. WSN-BASED DATA CENTRIC IOT Different from the traditional WSN, the IoT-based WSN [3] needs to be smarter [163], because it does not only execute ordinary tasks but also perform important functions with little human involvement. Dealing with billions of IoT devices, numerous challenges in terms of economical deployment and appropriate processing can be faced.

... [another target-aligned mention] ...

Data mining for IoT [26] Presents an overview of the features of data mining for IoT in line with future challenges and open issues.Ignores to present the IoT overview from various angles, such as semantics, devices, and Internet. WSN-based data centric IoT [3] Studies various functions of the economic and pricing prototypes, called intelligent log- ical decision-making techniques, to design procedures and systems for wireless sensor networks.Lakes to provide a partition of network trafﬁc into logical phases that affect the functionali- ties of WSNs. IoT-based cellular communications [1] Delivers a detailed explanation of the MTC development through various LTE releases and the newly designed MTC categories.Discusses only the physical layer features and neglects other important aspects, such as end- to-end network slicing and scalability issues for mobile IoT.

... [another target-aligned mention] ...

Real-Time analytics based IoT [29] Deﬁnes the essentials of the real-time IoT analytics and procedures, and clariﬁes limi- tations of the system policies for their valida- tion.Does not discuss protocols and applications that would assist the research community to choose appropriate technologies. with respect to WSN, WiFi, and cellular communications, iii) fog computing [19] with regard to users’ privacy and trust- worthiness, iv) data mining [26] in line with decentralized and heterogeneous techniques, v) data centric WSN [3] con- cerning mobility patterns and payment security, vi) cellular communications [1] with reference to obtaining frequency and operating cell IDs, vii) context-awareness [27] pertaining to device recognition and connection, viii) virtual objects [28] regarding their lifecycle and garbage collection, and ix) real-time analytics [29] in connection with scalability, fault tolerance, and massive data transmission. These challenges are addressed in the following subsections separately.

... [another target-aligned mention] ...

Pricing models for determining communica- tions and data gathering glitches in delivery networksLuonget al. [3] have provided economic models to determine communications and data aggregation issues in the IoT environment. Long Term Evolution (LTE-A)-based delivery networksElsaadany et al.

... [another target-aligned mention] ...

Hence, the server should keep track of the pattern of mobility of each in- dividual cellphone user [308]. In addition, payment security and bids’ conﬁdentiality [309] are two other prominent open research issues [3]. F.",Discussion,0.4,0.7,0.8,0.2400999999999999,1,,,,,
S035,W4319769514->W2293940046,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",Query-Based Data Pricing,high_confidence,[25],"Koutris P, Upadhyaya P, Balazinska M, Howe B, Suciu D. Query-based data pricing. J ACM 2015;62(5):1–44 .","Koutris et al. [25] transformed the query-based pricing problem into a network ﬂow problem and automatically derived the price of any query from the price of a given set of views. After that, they adopted a dif- ferent perspective, which transformed the query-based pricing problem into optimized integer linear programming, priced the structured query language (SQL) query based on the price point speciﬁed by the seller, and used the query history to avoid the repeated charging of overlapping information [26].",Methodology,0.5,0.6,0.9,0.27,1,,,,,
S036,W4284704402->W3215634159,"A Taxonomy on Smart Healthcare Technologies: Security Framework, Case Study, and Future Directions",Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,high_confidence,[167],"R. Kakkar, R. Gupta, S. Tanwar, and J. J. P. C. Rodrigues, “Coalition game and blockchain-based optimal data pricing scheme for ride sharing beyond 5G,” IEEE Systems Journal , pp. 1–10, 2021.","[166]proposed a framework integrating blockchain and InterPlan- etary File System (IPFS) for sharing e-health data in a mobile cloud environment. They used smart contracts for secure e-health data [167]. But, data conﬁ dentiality is still not on point.",Other,0.5,0.4,0.7,0.024,1,,,,,
S037,W2327152018->W2010653253,AMUSE: Empowering Users for Cost-Aware Offloading with Throughput-Delay Tradeoffs,A survey of smart data pricing,high_confidence,[5],"S. Sen, C. Joe-Wong, S. Ha, and M. Chiang, “A survey of smart data pricing: Past proposals, current plans, and future trends,” ACM Computing Surveys , vol. 46, no. 2, p. 15, 2013.","To cope with this surge in data usage, which is driven by appli- cations such as mobile video, cloud services, and online magazines, many ISPs (Internet service providers) have adopted tiered pricing plans with monthly data caps to discourage heavy usage [2]. To further reduce network trafﬁc, many ISPs have also introduced supplementary networks such as WiFi hotspots or femtocells to ofﬂoad their cellular trafﬁc [3]–[5]. Such supplementary offer- ings introduce new challenges for users as they decide Y.",Introduction,0.0,0.25,0.8,0.0125,1,,,,,
S038,W4281710558->W3215634159,Blockchain for Future Wireless Networks: A Decade Survey,Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,high_confidence,31,"Kakkar, R.; Gupta, R.; Tanwar, S.; Rodrigues, J.J.P .C. Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G. IEEE Syst. J. 2021 , 1–10. . [CrossRef]","The communication latency in 5G has decreased substantially, resulting in fast download and upload speeds. Although 5G networks are becoming a reality, technologists have already started to be engaged with fu- ture WNs, i.e., 6G, which anticipates putting greater prominence on wearable technologies, unmanned aerial vehicles (UAVs), 3D networking, and wireless power transfer to amplify people’s quality of life [ 31]. However, the radio resources used by the WNs operators are entirely open to security attacks, and therefore there is a need to explore and examine such attacks to stop them before they jeopardize the WN systems.",Introduction,0.5,0.4,0.9,0.048,1,,,,,
